objectives;variables;evaluation_time;algorithm_time
[3.7846195920000074, -1.8602678];[-1.079397779327386, 4.560447940031381, 0.7945927643457287, 4.6531873125994885, 0.5152340851622057, 0.4752248740802969, 2.196409550765157, -3.5742941240726367, 2.1163672927707413, -2.6438857571999845];166.033.995.100.006;2.306.435.329.996.740
[4.082994432000012, -2.499999999999143];[5.0, 4.98556530216511, 0.01030161317066014, -5.0, 5.0, 5.0, 1.831637743525909, -5.0, 5.0, 5.0];16.391.250.689.997.100;2.306.435.329.996.740
[3.6763586640000123, -2.499999999997118];[5.0, -0.7438190888654361, -5.0, -5.0, 5.0, 5.0, -5.0, -5.0, 5.0, 3.745598785942068];16.452.962.690.003.900;2.306.435.329.996.740
[3.580097616000005, -2.4999999999986198];[-4.633194102358848, 2.7370063027456073, 1.6558356201408708, 3.1606636647979585, 3.890647001382874, -0.46792334162253457, -4.487205651310912, 0.728621861489863, 0.7658329079837811, -4.805031790951324];1.707.186.240.000.300;28.314.245.499.961.500
[3.669248376000009, -1.8209105];[-4.176582717722043, -2.917962679875036, 4.254673827871976, -2.486053414874151, 0.34291206648171624, 2.774781831576507, 0.8999904467799658, -1.1099523951583818, 0.5960257646727474, 4.494758665235004];16.081.869.010.004.400;28.314.245.499.961.500
[3.6034536960000003, -2.4999999999980385];[-5.0, 5.0, 5.0, 5.0, 3.4652181558690263, -3.8386671702052055, -5.0, 5.0, -5.0, -5.0];17.289.456.529.996.800;28.314.245.499.961.500
[3.0372254640000094, -2.4999999999973186];[2.3713734880518578, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 5.0, 1.0409196264710694, -5.0];17.430.254.280.002.500;28.314.245.499.961.500
[3.7079696160000064, -2.499999999558688];[0.551014641873917, 4.355632219339618, 0.4760515773196836, -4.6352171970176075, 2.239760664817208, 4.2928469064122226, -0.8686287626139073, 3.266504103313812, -0.5050735435300782, -4.707641751020717];16.672.293.039.999.200;28.314.245.499.961.500
[3.6751045680000067, -2.3339472];[0.028500799419273193, -2.6406511999651414, -2.199459400079583, 3.9324364682283033, 2.7596627143220855, -0.3399077219408779, 0.22935400535851969, 0.5912733643477779, -2.6495581276357303, 3.2320573106700365];16.955.057.750.002.000;11.178.318.599.995.600
[4.0641423840000055, -2.4999999999995812];[5.0, -5.0, 3.302717270099336, 5.0, 5.0, -0.5213889248574448, 5.0, 3.156681418699833, -4.983279981709928, 5.0];17.019.728.249.998.200;11.178.318.599.995.600
[3.5133840720000116, -2.4999999999817146];[-2.5021538404045556, 1.998929120390657, -1.9992442386900406, 0.7007250935004885, 2.172541888677161, -3.032021112802993, -2.643250025526464, 1.9255625207798985, -3.9638400346632983, 2.799445139483953];17.052.284.309.995.500;11.178.318.599.995.600
[3.6173390400000005, -2.499999999998967];[-5.0, -5.0, -4.7306066603584735, -5.0, 5.0, -5.0, 5.0, 5.0, 5.0, 5.0];16.335.840.279.998.900;11.178.318.599.995.600
[3.8796675840000043, -2.499999999999039];[-0.6243727542352371, 4.5576230529732005, 1.6160219628346866, -1.5985987521747198, 4.511490883309881, 1.735173473114492, -1.2592213228301317, -2.947543188924454, 1.7328347265551534, 4.690826144060079];1.653.021.920.999.740;11.178.318.599.995.600
[3.5265248640000135, -2.1647261];[-2.357451701860555, 5.0, -3.5067501910387433, 5.0, -5.0, 5.0, -5.0, -3.070755233757267, 5.0, -5.0];17.057.513.410.004.300;2.244.342.450.000.110
[3.4770980160000047, -2.2905805];[3.977415383767589, -2.47413271828198, -3.751974324068693, 2.220931161080296, -2.8602430581120997, -2.9257264156732674, 1.1637958601768164, -0.3507669922804588, -1.893579342776119, 0.6710472148510931];1.690.190.816.000.100;2.244.342.450.000.110
[3.240587736, -1.525322];[-2.3796866161254298, -2.134596389024394, 5.0, -5.0, -5.0, -5.0, -5.0, 5.0, 2.3414654810118476, -5.0];17.236.499.959.998.700;2.244.342.450.000.110
[2.7918980640000006, -2.499999999966353];[-3.8128772986766206, -4.782108697272982, -4.84844129683565, -4.705554519588563, -4.331131095117605, -3.6707981144075053, -1.8982924941323538, -3.2861430120942607, -2.241903518882676, -4.368206416261392];17.124.330.430.000.500;2.244.342.450.000.110
[3.514007232000002, -2.49999999999858];[-4.341386731305358, 1.694837380549016, -4.542021930715835, 1.4091125265759255, -4.33536369266568, 1.0813783987676997, 2.948649808935027, 4.168823293734146, -3.122526099344535, 0.5240552223576405];1.667.561.832.999.920;2.244.342.450.000.110
[3.8036962800000045, -1.5598642];[1.7069700356678652, 5.0, -5.0, -2.8099130223765663, -5.0, 5.0, -5.0, 5.0, 5.0, 5.0];17.177.667.240.001.000;23.515.024.699.969.200
[3.8336559120000087, -2.1759685];[0.3296350008757365, 4.894708989428848, 2.098453413548964, -0.0897847572616346, 3.9964514519905343, -3.686405221312655, 4.597124570091868, -5.0, -1.856119303261715, 5.0];17.418.016.519.997.000;23.515.024.699.969.200
[3.1896095760000076, -2.4999999999996354];[-3.1358590081786097, -5.0, -5.0, -5.0, -5.0, 3.6029577567551296, -5.0, 5.0, 5.0, -5.0];16.886.846.129.997.800;23.515.024.699.969.200
[3.3807451680000074, -2.3086745];[0.6966253277260837, 4.162321481867405, -3.75300899142687, -4.4230412132935575, 3.5525919031793016, -2.615255517873367, -3.018190506851008, -4.2832014616792495, -0.9767704269956763, -0.026106070675291804];17.279.323.050.001.400;23.515.024.699.969.200
[3.7653109200000006, -2.4999999999996434];[1.055491156910744, 4.3612746801365425, -2.3521287366216943, 1.3573044352337584, 1.3907810859824128, -3.0443168897064763, 4.758209688583886, 0.9407636429899577, -1.6502062789271776, 0.30278874566395775];1.668.678.448.999.990;23.515.024.699.969.200
[3.8884164480000036, -2.499999999999187];[4.661019697279366, -1.9523672233041873, 3.6150800923923683, 0.7497288138770628, 3.3269092804500175, -4.339369610152889, 1.8917216458614838, 3.3335243395225955, 0.6137147749520171, 0.9193351721380445];1.725.331.350.999.760;15.863.163.499.976.500
[3.7003247280000124, -2.491252965];[2.3194212366169076, -2.1620012146296514, -2.574113560418202, 1.0095930971030533, 2.135940183419023, 3.9996141048445306, 1.5101445975484467, -4.999999973144913, 4.128513521801146, -1.2558158823031222];17.322.634.410.002.500;15.863.163.499.976.500
[3.5148746880000052, -2.4999999999988995];[2.1301031378225757, -2.364732977319919, -1.932301838566131, -3.8819808721840388, 0.05684970395873279, -1.5649668004885031, 3.9418705082606706, 0.2666092156679962, -1.69498582587108, 0.5692117858026151];1.680.835.320.999.610;15.863.163.499.976.500
[3.583488600000004, -1.455168];[3.324937848215864, -0.17360823225082012, 4.5531524254776485, -4.932952764022521, -1.1856334464822131, -4.084416437055838, -0.7822530515633641, -1.427896585775681, 3.562877449178668, -0.15195428653034604];17.324.109.530.000.700;15.863.163.499.976.500
[3.826040616000004, -1.6591045];[5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 4.931507592541909, 5.0];17.361.022.219.998.900;15.863.163.499.976.500
